PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,MONTH
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ABQ,LBB,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACT,COU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,CHA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,CMH,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,DAY,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,GPT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,GSP,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,PHL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,PVD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,SDF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACY,TYS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AEX,BMI,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AEX,GSO,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AEX,SDF,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AEX,TUP,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AHN,FOE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ATL,CMH,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ATL,GNV,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ATL,SCE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,AZA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,AZA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,BFI,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,BTR,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,HRL,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,HRL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,IFP,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,LAX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,LGB,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,MIA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,MIA,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,OAK,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,PHX,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZA,SLC,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AZO,CVG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BDL,BED,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BED,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BED,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BED,PHL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BED,RDU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BED,SDF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BFI,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BFI,PDX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BFI,SFO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BHM,AEX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BIF,AEX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BIF,SAT,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BJC,LAX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BMG,TLH,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BMI,IFP,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BMI,MEM,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BMI,STL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BMI,TUS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BNA,PHL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BNA,XNA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BOS,FRG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,DFW,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,DTW,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,HRL,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,PVD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,SYR,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,TLH,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BUF,BMG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BUF,IAD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BUF,PVD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BUF,SLC,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BWI,HPN,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BWI,SCE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BZN,AZA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BZN,ORD,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CAE,SDF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHA,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHO,BAF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHO,GPT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHO,ORD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHO,RDU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHO,RIC,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHO,STL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CID,MEM,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CLE,EVV,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CLE,SPI,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CLL,TCL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CLT,SDF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,AZA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,BOS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,IAD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,LAS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,MIA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,MKE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,PGV,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,SBN,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMH,SYR,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMI,COU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMI,IND,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMI,SYR,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",COU,HRL,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",COU,LBB,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",COU,PIT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",COU,TUL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CPS,DTW,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CPS,EWR,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CPS,MSP,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CPS,SAT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CRP,HRL,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CSG,AEX,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CSG,LBB,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,ACY,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,BDL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,CMI,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,CVG,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,CVG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,DEN,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,DTW,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,DTW,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,ELP,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,GSO,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,LAX,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,MCO,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,MCO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,MEM,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,MKE,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,MSP,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,MSP,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,SAN,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,SLC,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,SLC,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,STL,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,USA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,DTW,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,HOU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,PHX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,RDU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TCL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAY,ACY,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAY,DTW,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAY,GSP,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,BFI,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,COS,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DFW,RNO,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DSM,MKE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DSM,OMA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,BNA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,CVG,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,CVG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,FYV,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,GRR,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,AZA,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,CVG,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,HRL,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,LAX,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ERI,GNV,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",EUG,DAL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",EVV,FAR,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",EWR,BOS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",EWR,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FAR,MOT,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FLL,HPN,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FNL,GSO,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FOE,ATL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FOE,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FOE,TUL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FRG,IAD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FTW,HRL,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FYV,ACT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FYV,MSY,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GFK,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GNV,INT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GNV,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GNV,SYR,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GPT,CLE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GPT,FAY,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GPT,FOE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GPT,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GPT,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GPT,RIC,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRB,FWA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRI,BMI,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRK,AEX,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRK,BZN,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRR,TOL,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,ATL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,ATL,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,AVL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,BHM,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,CHO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,CLT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,CVG,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,CVG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,DAL,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,MIA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,MYR,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,ORD,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,PIT,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,RDU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,SDF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSP,RIC,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,BED,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,BUF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,LIT,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,TCL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,CPS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,GSO,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,HOU,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,ORD,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,TLH,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,AZA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,BMI,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,BTR,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,DSM,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,FOE,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,HRL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,SAT,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TCL,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,EWR,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,MSN,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,RDU,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,RIC,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,SCE,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,STL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ICT,AEX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IFP,AZA,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IFP,IFP,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IFP,MRY,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IFP,RNO,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IFP,SMX,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IFP,TUL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ILM,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IND,ACY,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IND,BED,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IND,MIA,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IND,SDF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",INT,MIA,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,PHX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,SMF,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,AZA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,ELP,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,PHX,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,RNO,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LBB,CSG,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LBB,ELP,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LBB,FYV,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LBB,MEM,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LBB,YIP,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LBE,RFD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LGB,AZA,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LGB,CPS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LGB,IFP,619,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,AEX,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MBS,CVG,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MBS,MIA,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCI,GRI,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCN,GSO,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,CVG,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,CVG,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,MIA,617,1
